TTO;N;P;B;PL;SDT;FC;R;CCI;CCI.R;CCI.I;FC.R;FC.I
1.1N/0.6P;1.1N;0.6P;1;48;25;0,72;4;38,4;38,4;FALSO;0,72;FALSO
1.8N/0.6P;1.8N;0.6P;1;51;25;0,545;1;14,6;14,6;FALSO;0,545;FALSO
1.8N/0.6P;1.8N;0.6P;1;51;25;0,39;2;22,7;22,7;FALSO;0,71;VERDADERO
1.8N/0.6P;1.8N;0.6P;1;51;25;0,712;3;21,5;21,5;FALSO;0,712;FALSO
1.8N/0.6P;1.8N;0.6P;1;51;25;0,5;4;21,5;21,5;FALSO;0,5;FALSO
2.5N/0.6P;2.5N;0.6P;1;59;25;0,622;1;15,4;15,4;FALSO;0,622;FALSO
2.5N/0.6P;2.5N;0.6P;1;59;25;0,66;2;32,9;32,9;FALSO;0,66;FALSO
2.5N/0.6P;2.5N;0.6P;1;59;25;0,73;3;30,7;30,7;FALSO;0,73;FALSO
2.5N/0.6P;2.5N;0.6P;1;59;25;0,723;4;26,5;26,5;FALSO;0,723;FALSO
1.8N/0.6P;1.8N;0.6P;1;56;25;0,645;1;31,5;31,5;FALSO;0,645;FALSO
1.8N/0.6P;1.8N;0.6P;1;56;25;0,608;2;37;18,15;VERDADERO;0,608;FALSO
1.8N/0.6P;1.8N;0.6P;1;56;25;0,708;3;16,7;16,7;FALSO;0,708;FALSO
1.8N/0.6P;1.8N;0.6P;1;56;25;0,633;4;16,2;16,2;FALSO;0,633;FALSO
0.0N/1.2P;0.0N;1.2P;1;65;25;0,756;1;14,4;14,4;FALSO;0,756;FALSO
0.0N/1.2P;0.0N;1.2P;1;65;25;0,75;2;15,8;15,8;FALSO;0,75;FALSO
0.0N/1.2P;0.0N;1.2P;1;65;25;0,704;3;9,9;9,9;FALSO;0,704;FALSO
0.0N/1.2P;0.0N;1.2P;1;65;25;0,746;4;16,2;16,2;FALSO;0,746;FALSO
0.0N/1.2P;0.0N;1.2P;1;67;25;0,789;1;14,8;14,8;FALSO;0,789;FALSO
0.0N/1.2P;0.0N;1.2P;1;67;25;0,779;2;17,4;17,4;FALSO;0,779;FALSO
0.0N/1.2P;0.0N;1.2P;1;67;25;0,759;3;14,1;14,1;FALSO;0,759;FALSO
0.0N/1.2P;0.0N;1.2P;1;67;25;0,778;4;11,6;11,6;FALSO;0,778;FALSO
1.1N/1.2P;1.1N;1.2P;1;73;25;0,72;1;26;26;FALSO;0,72;FALSO
1.1N/1.2P;1.1N;1.2P;1;73;25;0,723;2;27,9;27,9;FALSO;0,723;FALSO
1.1N/1.2P;1.1N;1.2P;1;73;25;0,741;3;24,6;24,6;FALSO;0,741;FALSO
1.1N/1.2P;1.1N;1.2P;1;73;25;0,667;4;26,4;26,4;FALSO;0,667;FALSO
1.1N/1.2P;1.1N;1.2P;1;79;25;0,793;1;40,4;40,4;FALSO;0,793;FALSO
1.1N/1.2P;1.1N;1.2P;1;79;25;0,769;2;32,7;32,7;FALSO;0,769;FALSO
1.1N/1.2P;1.1N;1.2P;1;79;25;0,73;3;44,7;24,95;VERDADERO;0,73;FALSO
1.1N/1.2P;1.1N;1.2P;1;79;25;0,783;4;19,8;19,8;FALSO;0,783;FALSO
1.8N/1.2P;1.8N;1.2P;1;87;25;0,754;1;20,4;20,4;FALSO;0,754;FALSO
1.8N/1.2P;1.8N;1.2P;1;87;25;0,772;2;20,9;20,9;FALSO;0,772;FALSO
1.8N/1.2P;1.8N;1.2P;1;87;25;0,615;3;22,5;22,5;FALSO;0,615;FALSO
1.8N/1.2P;1.8N;1.2P;1;87;25;0,746;4;20,8;20,8;FALSO;0,746;FALSO
1.8N/1.2P;1.8N;1.2P;1;88;25;0,729;1;11,3;11,3;FALSO;0,729;FALSO
1.8N/1.2P;1.8N;1.2P;1;88;25;0,776;2;11,6;11,6;FALSO;0,776;FALSO
1.8N/1.2P;1.8N;1.2P;1;88;25;0,771;3;21,5;21,5;FALSO;0,771;FALSO
1.8N/1.2P;1.8N;1.2P;1;88;25;0,564;4;11,3;11,3;FALSO;0,564;FALSO
2.5N/1.2P;2.5N;1.2P;1;90;25;0,741;1;14,7;14,7;FALSO;0,741;FALSO
2.5N/1.2P;2.5N;1.2P;1;90;25;0,72;2;17,5;17,5;FALSO;0,72;FALSO
2.5N/1.2P;2.5N;1.2P;1;90;25;0,757;3;16;16;FALSO;0,757;FALSO
2.5N/1.2P;2.5N;1.2P;1;90;25;0,727;4;21,2;21,2;FALSO;0,727;FALSO
2.5N/1.2P;2.5N;1.2P;1;93;25;0,66;1;15,7;15,7;FALSO;0,66;FALSO
2.5N/1.2P;2.5N;1.2P;1;93;25;0,72;2;21;21;FALSO;0,72;FALSO
2.5N/1.2P;2.5N;1.2P;1;93;25;0,758;3;8,2;8,2;FALSO;0,758;FALSO
2.5N/1.2P;2.5N;1.2P;1;93;25;0,608;4;14,8;14,8;FALSO;0,608;FALSO
0.0N/0.0P;0.0N;0.0P;1;97;25;0,804;1;17,7;17,7;FALSO;0,804;FALSO
0.0N/0.0P;0.0N;0.0P;1;97;25;0,782;2;17,6;17,6;FALSO;0,782;FALSO
0.0N/0.0P;0.0N;0.0P;1;97;25;0,812;3;11,3;11,3;FALSO;0,812;FALSO
0.0N/0.0P;0.0N;0.0P;1;97;25;0,793;4;11,3;11,3;FALSO;0,793;FALSO
1.8N/0.0P;1.8N;0.0P;1;99;25;0,66;1;38,1;20,95;VERDADERO;0,66;FALSO
1.8N/0.0P;1.8N;0.0P;1;99;25;0,474;2;28,7;28,7;FALSO;0,474;FALSO
1.8N/0.0P;1.8N;0.0P;1;99;25;0,783;3;29,8;29,8;FALSO;0,783;FALSO
1.8N/0.0P;1.8N;0.0P;1;99;25;0,583;4;19,8;19,8;FALSO;0,583;FALSO
0.0N/0.0P;0.0N;0.0P;2;102;25;0,796;1;20,5;20,5;FALSO;0,796;FALSO
0.0N/0.0P;0.0N;0.0P;2;102;25;0,731;2;20,9;20,9;FALSO;0,731;FALSO
0.0N/0.0P;0.0N;0.0P;2;102;25;0,839;3;14,9;14,9;FALSO;0,839;FALSO
0.0N/0.0P;0.0N;0.0P;2;102;25;0,808;4;10,3;10,3;FALSO;0,808;FALSO
0.0N/0.0P;0.0N;0.0P;2;106;25;0,739;1;20,7;20,7;FALSO;0,739;FALSO
0.0N/0.0P;0.0N;0.0P;2;106;25;0,773;2;21;21;FALSO;0,773;FALSO
0.0N/0.0P;0.0N;0.0P;2;106;25;0,733;3;19,8;19,8;FALSO;0,733;FALSO
0.0N/0.0P;0.0N;0.0P;2;106;25;0,581;4;10,3;10,3;FALSO;0,777;VERDADERO
1.1N/0.0P;1.1N;0.0P;2;111;25;0,756;1;43,3;43,3;FALSO;0,756;FALSO
1.1N/0.0P;1.1N;0.0P;2;111;25;0,773;2;34,3;34,3;FALSO;0,773;FALSO
1.1N/0.0P;1.1N;0.0P;2;111;25;0,75;3;33,4;33,4;FALSO;0,75;FALSO
1.1N/0.0P;1.1N;0.0P;2;111;25;0,789;4;10,3;10,3;FALSO;0,789;FALSO
1.1N/0.0P;1.1N;0.0P;2;114;25;0,605;1;19;19;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;2;114;25;0,763;2;16,5;16,5;FALSO;0,763;FALSO
1.1N/0.0P;1.1N;0.0P;2;114;25;0,699;3;12,4;12,4;FALSO;0,699;FALSO
1.1N/0.0P;1.1N;0.0P;2;114;25;0,677;4;32;32;FALSO;0,677;FALSO
1.8N/0.0P;1.8N;0.0P;2;117;25;0,615;1;25,1;25,1;FALSO;0,615;FALSO
1.8N/0.0P;1.8N;0.0P;2;117;25;0,667;2;24,1;24,1;FALSO;0,667;FALSO
1.8N/0.0P;1.8N;0.0P;2;117;25;0,764;3;24,2;24,2;FALSO;0,764;FALSO
1.8N/0.0P;1.8N;0.0P;2;117;25;0,703;4;23,7;23,7;FALSO;0,703;FALSO
1.8N/0.0P;1.8N;0.0P;2;124;25;0,571;1;37,9;20,95;VERDADERO;0,571;FALSO
1.8N/0.0P;1.8N;0.0P;2;124;25;0,514;2;26,9;26,9;FALSO;0,514;FALSO
1.8N/0.0P;1.8N;0.0P;2;124;25;0,582;3;11,3;11,3;FALSO;0,582;FALSO
1.8N/0.0P;1.8N;0.0P;2;124;25;0,574;4;11,6;11,6;FALSO;0,574;FALSO
2.5N/0.0P;2.5N;0.0P;2;125;25;0,564;1;10,3;10,3;FALSO;0,564;FALSO
2.5N/0.0P;2.5N;0.0P;2;125;25;0,522;2;19,8;19,8;FALSO;0,522;FALSO
2.5N/0.0P;2.5N;0.0P;2;125;25;0,771;3;11,6;11,6;FALSO;0,771;FALSO
2.5N/0.0P;2.5N;0.0P;2;125;25;0,635;4;21,5;21,5;FALSO;0,635;FALSO
0.0N/0.6P;0.0N;0.6P;2;135;25;0,769;1;140;18,8;VERDADERO;0,769;FALSO
0.0N/0.6P;0.0N;0.6P;2;135;25;0,78;2;19,8;19,8;FALSO;0,78;FALSO
0.0N/0.6P;0.0N;0.6P;2;135;25;0,774;3;11,3;11,3;FALSO;0,774;FALSO
0.0N/0.6P;0.0N;0.6P;2;135;25;0,79;4;21,5;21,5;FALSO;0,79;FALSO
0.0N/0.6P;0.0N;0.6P;2;140;25;0,75;1;15,8;15,8;FALSO;0,75;FALSO
0.0N/0.6P;0.0N;0.6P;2;140;25;0,75;2;12,7;12,7;FALSO;0,75;FALSO
0.0N/0.6P;0.0N;0.6P;2;140;25;0,806;3;14;14;FALSO;0,806;FALSO
0.0N/0.6P;0.0N;0.6P;2;140;25;0,811;4;19,8;19,8;FALSO;0,811;FALSO
1.1N/0.6P;1.1N;0.6P;2;141;25;0,667;1;24,9;24,9;FALSO;0,667;FALSO
1.1N/0.6P;1.1N;0.6P;2;141;25;0,746;2;12;12;FALSO;0,746;FALSO
1.1N/0.6P;1.1N;0.6P;2;141;25;0,754;3;14,9;14,9;FALSO;0,754;FALSO
1.1N/0.6P;1.1N;0.6P;2;141;25;0,786;4;11,3;11,3;FALSO;0,786;FALSO
1.1N/0.6P;1.1N;0.6P;2;147;25;0,674;1;33,1;33,1;FALSO;0,674;FALSO
1.1N/0.6P;1.1N;0.6P;2;147;25;0,552;2;27,8;27,8;FALSO;0,552;FALSO
1.1N/0.6P;1.1N;0.6P;2;147;25;0,633;3;39,2;39,2;FALSO;0,633;FALSO
1.1N/0.6P;1.1N;0.6P;2;147;25;0,433;4;39,6;39,6;FALSO;0,7385;VERDADERO
1.8N/0.6P;1.8N;0.6P;2;153;25;0,688;1;23,3;23,3;FALSO;0,688;FALSO
1.8N/0.6P;1.8N;0.6P;2;153;25;0,653;2;11,6;11,6;FALSO;0,653;FALSO
1.8N/0.6P;1.8N;0.6P;2;153;25;0,417;3;10,3;10,3;FALSO;0,417;FALSO
1.8N/0.6P;1.8N;0.6P;2;153;25;0,333;4;19,8;19,8;FALSO;0,71;VERDADERO
1.8N/0.6P;1.8N;0.6P;2;155;25;0,7;1;18;18;FALSO;0,7;FALSO
1.8N/0.6P;1.8N;0.6P;2;155;25;0,689;2;20,5;20,5;FALSO;0,689;FALSO
1.8N/0.6P;1.8N;0.6P;2;155;25;0,717;3;14,9;14,9;FALSO;0,717;FALSO
1.8N/0.6P;1.8N;0.6P;2;155;25;0,667;4;19,5;19,5;FALSO;0,667;FALSO
0.0N/1.2P;0.0N;1.2P;2;166;25;0,785;1;23,5;23,5;FALSO;0,785;FALSO
0.0N/1.2P;0.0N;1.2P;2;166;25;0,74;2;22,9;22,9;FALSO;0,74;FALSO
0.0N/1.2P;0.0N;1.2P;2;166;25;0,818;3;29,2;13,85;VERDADERO;0,818;FALSO
0.0N/1.2P;0.0N;1.2P;2;166;25;0,738;4;25,9;25,9;FALSO;0,738;FALSO
0.0N/1.2P;0.0N;1.2P;2;168;25;0,754;1;10;10;FALSO;0,754;FALSO
0.0N/1.2P;0.0N;1.2P;2;168;25;0,8;2;10,4;10,4;FALSO;0,8;FALSO
0.0N/1.2P;0.0N;1.2P;2;168;25;0,811;3;9,2;9,2;FALSO;0,811;FALSO
0.0N/1.2P;0.0N;1.2P;2;168;25;0,75;4;10,3;10,3;FALSO;0,75;FALSO
1.1N/1.2P;1.1N;1.2P;2;176;25;0,712;1;24,5;24,5;FALSO;0,712;FALSO
1.1N/1.2P;1.1N;1.2P;2;176;25;0,621;2;23,3;23,3;FALSO;0,621;FALSO
1.1N/1.2P;1.1N;1.2P;2;176;25;0,65;3;24,1;24,1;FALSO;0,65;FALSO
1.1N/1.2P;1.1N;1.2P;2;176;25;0,629;4;24,4;24,4;FALSO;0,629;FALSO
1.1N/1.2P;1.1N;1.2P;2;179;25;0,644;1;29,7;29,7;FALSO;0,644;FALSO
1.1N/1.2P;1.1N;1.2P;2;179;25;0,571;2;27,7;27,7;FALSO;0,571;FALSO
1.1N/1.2P;1.1N;1.2P;2;179;25;0,667;3;34,8;34,8;FALSO;0,667;FALSO
1.1N/1.2P;1.1N;1.2P;2;179;25;0,619;4;40,5;40,5;FALSO;0,619;FALSO
1.8N/1.2P;1.8N;1.2P;2;181;25;0,5;1;28,3;28,3;FALSO;0,5;FALSO
1.8N/1.2P;1.8N;1.2P;2;181;25;0,618;2;32,7;32,7;FALSO;0,618;FALSO
1.8N/1.2P;1.8N;1.2P;2;181;25;0,6;3;43;43;FALSO;0,6;FALSO
1.8N/1.2P;1.8N;1.2P;2;181;25;0,734;4;11,3;11,3;FALSO;0,734;FALSO
1.8N/1.2P;1.8N;1.2P;2;186;25;0,583;1;31,2;31,2;FALSO;0,583;FALSO
1.8N/1.2P;1.8N;1.2P;2;186;25;0,538;2;38,6;38,6;FALSO;0,538;FALSO
1.8N/1.2P;1.8N;1.2P;2;186;25;0,531;3;22,6;22,6;FALSO;0,531;FALSO
1.8N/1.2P;1.8N;1.2P;2;186;25;0,764;4;19,8;19,8;FALSO;0,764;FALSO
0.0N/0.0P;0.0N;0.0P;3;202;25;0,709;1;24,4;24,4;FALSO;0,709;FALSO
0.0N/0.0P;0.0N;0.0P;3;202;25;0,776;2;24,7;24,7;FALSO;0,776;FALSO
0.0N/0.0P;0.0N;0.0P;3;202;25;0,813;3;19;19;FALSO;0,813;FALSO
0.0N/0.0P;0.0N;0.0P;3;202;25;0,785;4;11,3;11,3;FALSO;0,785;FALSO
0.0N/0.0P;0.0N;0.0P;3;203;25;0,731;1;13,9;13,9;FALSO;0,731;FALSO
0.0N/0.0P;0.0N;0.0P;3;203;25;0,764;2;14;14;FALSO;0,764;FALSO
0.0N/0.0P;0.0N;0.0P;3;203;25;0,674;3;15,9;15,9;FALSO;0,674;FALSO
0.0N/0.0P;0.0N;0.0P;3;203;25;0,75;4;17,5;17,5;FALSO;0,75;FALSO
1.1N/0.0P;1.1N;0.0P;3;210;25;0,725;1;23,3;23,3;FALSO;0,725;FALSO
1.1N/0.0P;1.1N;0.0P;3;210;25;0,692;2;23,6;23,6;FALSO;0,692;FALSO
1.1N/0.0P;1.1N;0.0P;3;210;25;0,692;3;21,2;21,2;FALSO;0,692;FALSO
1.1N/0.0P;1.1N;0.0P;3;210;25;0,775;4;28,4;28,4;FALSO;0,775;FALSO
1.1N/0.0P;1.1N;0.0P;3;216;25;0,797;1;28,6;28,6;FALSO;0,797;FALSO
1.1N/0.0P;1.1N;0.0P;3;216;25;0,788;2;24,1;24,1;FALSO;0,788;FALSO
1.1N/0.0P;1.1N;0.0P;3;216;25;0,756;3;36,2;36,2;FALSO;0,756;FALSO
1.1N/0.0P;1.1N;0.0P;3;216;25;0,622;4;31,5;31,5;FALSO;0,622;FALSO
1.8N/0.0P;1.8N;0.0P;3;220;25;0,804;1;22,2;22,2;FALSO;0,804;FALSO
1.8N/0.0P;1.8N;0.0P;3;220;25;0,776;2;22,2;22,2;FALSO;0,776;FALSO
1.8N/0.0P;1.8N;0.0P;3;220;25;0,814;3;20;20;FALSO;0,814;FALSO
1.8N/0.0P;1.8N;0.0P;3;220;25;0,561;4;22,8;22,8;FALSO;0,561;FALSO
1.8N/0.0P;1.8N;0.0P;3;222;25;0,766;1;14,8;14,8;FALSO;0,766;FALSO
1.8N/0.0P;1.8N;0.0P;3;222;25;0,766;2;16,1;16,1;FALSO;0,766;FALSO
1.8N/0.0P;1.8N;0.0P;3;222;25;0,737;3;15,6;15,6;FALSO;0,737;FALSO
1.8N/0.0P;1.8N;0.0P;3;222;25;0,583;4;11,6;11,6;FALSO;0,583;FALSO
0.0N/0.6P;0.0N;0.6P;3;238;25;0,407;1;15,2;15,2;FALSO;0,7605;VERDADERO
0.0N/0.6P;0.0N;0.6P;3;238;25;0,764;2;22,2;22,2;FALSO;0,764;FALSO
0.0N/0.6P;0.0N;0.6P;3;238;25;0,783;3;15,4;15,4;FALSO;0,783;FALSO
0.0N/0.6P;0.0N;0.6P;3;238;25;0,761;4;11,6;11,6;FALSO;0,761;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,739;1;43;18,8;VERDADERO;0,739;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,677;2;21,5;21,5;FALSO;0,677;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,788;3;11,6;11,6;FALSO;0,788;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,75;4;10,3;10,3;FALSO;0,75;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,68;1;13;13;FALSO;0,68;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,74;2;6,2;6,2;FALSO;0,74;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,753;3;12,3;12,3;FALSO;0,753;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,785;4;12,7;12,7;FALSO;0,785;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,738;1;39,5;39,5;FALSO;0,738;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,684;2;19;19;FALSO;0,684;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,578;3;28,7;28,7;FALSO;0,578;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,647;4;30,9;30,9;FALSO;0,647;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,746;1;20,8;20,8;FALSO;0,746;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,567;2;24,8;24,8;FALSO;0,567;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,486;3;25,2;25,2;FALSO;0,486;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,393;4;19,8;19,8;FALSO;0,7265;VERDADERO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,259;1;15,6;15,6;FALSO;0,7265;VERDADERO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,714;2;13,4;13,4;FALSO;0,714;FALSO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,635;3;19,8;19,8;FALSO;0,635;FALSO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,522;4;21,5;21,5;FALSO;0,522;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,75;1;12,8;12,8;FALSO;0,75;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,792;2;6,9;6,9;FALSO;0,792;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,853;3;10,2;10,2;FALSO;0,853;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,81;4;21,5;21,5;FALSO;0,81;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,787;1;19,9;19,9;FALSO;0,787;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,745;2;13;13;FALSO;0,745;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,826;3;11,3;11,3;FALSO;0,826;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,773;4;19,8;19,8;FALSO;0,773;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,679;1;37,4;37,4;FALSO;0,679;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,714;2;34,7;34,7;FALSO;0,714;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,778;3;34,6;34,6;FALSO;0,778;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,8;4;43;24,95;VERDADERO;0,8;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,594;1;18,4;18,4;FALSO;0,594;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,529;2;24,5;24,5;FALSO;0,529;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,452;3;17,1;17,1;FALSO;0,452;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,758;4;21,4;21,4;FALSO;0,758;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,797;1;28,1;28,1;FALSO;0,797;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,769;2;25,3;25,3;FALSO;0,769;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,779;3;26,5;26,5;FALSO;0,779;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,736;4;22,5;22,5;FALSO;0,736;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,698;1;12,5;12,5;FALSO;0,698;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,543;2;15,5;15,5;FALSO;0,543;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,634;3;19,8;19,8;FALSO;0,634;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,704;4;19,8;19,8;FALSO;0,704;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,4;1;27,4;27,4;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,807;2;26,8;26,8;FALSO;0,807;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,761;3;34;34;FALSO;0,761;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,812;4;25,9;25,9;FALSO;0,812;FALSO
